,SMIC,HuaHong,Nexchip,GigaDevice,Montage,OmniVision,SGMicro,Novosense,Ingenic,Biren,Iluvatar,Horizon,BlackSesame,Innoscience,SICC,Gpixel,ASMPT,CFMEE,NSing,Fortior,Axera,HSTECH
Iluvatar,0.5801635603676084,0.5427450983691993,0.6432994605131435,0.49357183748037203,0.4730523487384105,0.36373534473205626,0.46107348032141887,0.4797152783754108,0.378641561110715,0.595545704663436,1.0,0.16710497165806462,0.2977608072210813,0.49800008004171525,0.3365180906953263,0.4765385732300085,0.5102292404006301,0.626724189644698,0.23121497563833696,0.42013930805658445,0.4414483616371643,0.3129361451939001
Horizon,0.27375906675349815,0.14158218983647913,-0.02776167019170196,0.08612633049376645,0.06721441227776748,0.3713603597666528,-0.12498929252451416,0.08163041235424826,0.2035211715512088,0.2267555892014102,0.16710497165806462,1.0,0.45515862256140954,0.2215324573149695,0.027335029572230805,0.08474178248055518,0.220836057805119,0.13809521763433172,-0.11839788700066887,0.288595164342165,0.24145045283715477,0.5146735974143942
BlackSesame,0.28811551177006567,0.20001421285910015,0.37782325191453636,0.19469463455027194,0.2025817386905473,0.29420213944037565,0.216737670261333,0.21946765111234576,-0.29495506815820244,0.2964461231133422,0.2977608072210813,0.45515862256140954,1.0,0.44360423340155064,0.2277242729666207,0.1471376729598713,0.2584510413827847,0.4102642700845306,0.03433000212502646,0.2553595757326666,0.2675555674469466,0.43287216523606603
Innoscience,0.4943313133024043,0.5078941989057635,0.6712369155982361,0.5109578775875915,0.5922287211409153,0.409325108615323,0.4959802516733362,0.4873903404469495,0.19903184726565087,0.4811104263634026,0.49800008004171525,0.2215324573149695,0.44360423340155064,1.0,0.6503731798641933,0.4377476555848773,0.5527549049813377,0.6641564834379662,0.22962512695755852,0.40683481123541515,0.5308136057238223,0.37186853719278196
SICC,0.4698095510852486,0.45447177859174415,0.6114838170011654,0.523602948622649,0.53144866009885,0.39091666378015244,0.5389167605866086,0.5741049043609581,0.5701998920915855,0.3081095507156255,0.3365180906953263,0.027335029572230805,0.2277242729666207,0.6503731798641933,1.0,0.26681407542834357,0.5246786374607779,0.592787173909015,0.2830561957909633,0.34955189747601767,0.37269621405001385,0.273404204253401
Gpixel,0.5092447798947711,0.4671677394933855,0.6359213365817286,0.4768134142013209,0.3721876688139802,0.33608677632041334,0.5027407388971713,0.34297899629952316,0.04115432424103034,0.40176093205758107,0.4765385732300085,0.08474178248055518,0.1471376729598713,0.4377476555848773,0.26681407542834357,1.0,0.5780019206614914,0.4964029660583764,0.2552715119680473,0.32240730235163756,0.35888212054498414,0.27253866064434334
ASMPT,0.6312371209518488,0.6300808950618405,0.6825741381579234,0.6517821595914586,0.665340947468917,0.5093809496612003,0.4246706936787897,0.5178978012707948,0.51853976960567,0.533308512012351,0.5102292404006301,0.220836057805119,0.2584510413827847,0.5527549049813377,0.5246786374607779,0.5780019206614914,1.0,0.5600989920662671,0.3438231059626227,0.4916426273874578,0.5359486330183094,0.3438890115444241
CFMEE,0.6502028841312922,0.5471431649039157,0.43215137076048005,0.48807906231112125,0.48479860152271254,0.22202571153394374,0.5440941617355208,0.437138636318723,0.2772027950623257,0.5749524051033685,0.626724189644698,0.13809521763433172,0.4102642700845306,0.6641564834379662,0.592787173909015,0.4964029660583764,0.5600989920662671,1.0,0.47956855065772014,0.4176318521214572,0.4123942133958477,0.3420549716234028
NSing,0.2646158579886547,0.3055067331421834,0.6562588589694951,0.31901993303035847,0.3448607736004104,0.17193905393700193,0.5648164686802686,0.3863467591304723,0.4206392834810821,0.2792438598839071,0.23121497563833696,-0.11839788700066887,0.03433000212502646,0.22962512695755852,0.2830561957909633,0.2552715119680473,0.3438231059626227,0.47956855065772014,1.0,0.3870149721800022,0.2974581476244609,0.036974669743550126
Fortior,0.5262404909014358,0.4564529781563725,0.6429281964008362,0.39867987585458664,0.42210732049150324,0.5020740800439275,0.4287147726939056,0.48699277054354645,0.5129917713265973,0.4573634885248121,0.42013930805658445,0.288595164342165,0.2553595757326666,0.40683481123541515,0.34955189747601767,0.32240730235163756,0.4916426273874578,0.4176318521214572,0.3870149721800022,1.0,0.5303512540423938,0.435954611391888
Axera,0.4278981710616342,0.4178975929574551,0.4104979855312966,0.3820262603743236,0.39135145261468685,0.37837981725884784,0.29991521969731294,0.37581205037295445,-0.13463164119060195,0.5536164705598714,0.4414483616371643,0.24145045283715477,0.2675555674469466,0.5308136057238223,0.37269621405001385,0.35888212054498414,0.5359486330183094,0.4123942133958477,0.2974581476244609,0.5303512540423938,1.0,0.42118185267019154
HSTECH,0.5133086826011587,0.39460639492521155,0.31369782251214656,0.24810724897610437,0.23946357397108625,0.46322018452896063,0.38459050506522074,0.28441812435552805,-0.18914605959127942,0.4562031701296368,0.3129361451939001,0.5146735974143942,0.43287216523606603,0.37186853719278196,0.273404204253401,0.27253866064434334,0.3438890115444241,0.3420549716234028,0.036974669743550126,0.435954611391888,0.42118185267019154,1.0
